Station ID,Observer ID,Serial Number,Date,Time,ObsG,Dial,Feedback Correction,Earthtide Correction,Level Correction,Temperature Correction,Beam Error,Height,Elevation,Latitude,Longitude,Elapsed Time,Standard Deviation,Temperature Frequency,Note,Gravity_Total
LM001,pablo,B-28,2024/04/02,11:55:46,2462.053219,0,-0.041,-0.028,0,0.038,-0.0005,0,2334.4456,28.29209641,-16.53970616,170,0.0068,0,No notes.,2462.053219
LM001,pablo,B-28,2024/04/02,11:56:04,2462.045221,0,-0.049,-0.028,0,0.038,0.0002,0,2334.4456,28.29209641,-16.53970616,188,0.0087,0,No notes.,2462.045221
LM001,pablo,B-28,2024/04/02,11:56:32,2462.046224,0,-0.047,-0.028,0,0.038,0.0002,0,2334.4456,28.29209641,-16.53970616,216,0.0121,0,No notes.,2462.046224
LM001,pablo,B-28,2024/04/02,11:56:49,2462.040226,0,-0.054,-0.028,0,0.038,-0.0006,0,2334.4456,28.29209641,-16.53970616,233,0.0103,0,No notes.,2462.040226
LM001,pablo,B-28,2024/04/02,11:57:08,2462.038229,0,-0.055,-0.028,0,0.038,-0.0002,0,2334.4456,28.29209641,-16.53970616,252,0.0076,0,No notes.,2462.038229
LM002,pablo,B-28,2024/04/02,12:41:18,2459.001701,0,-0.098,-0.025,0,0.038,0.0004,0,2349.5782,28.28821323,-16.53995801,75,0.0043,0,No notes.,2459.001701
LM002,pablo,B-28,2024/04/02,12:41:53,2458.994705,0,-0.104,-0.025,0,0.038,-0.0012,0,2349.5782,28.28821323,-16.53995801,110,0.0032,0,No notes.,2458.994705
LM002,pablo,B-28,2024/04/02,12:42:14,2458.980707,0,-0.118,-0.025,0,0.038,-0.0016,0,2349.5782,28.28821323,-16.53995801,131,0.0044,0,No notes.,2458.980707
LM002,pablo,B-28,2024/04/02,12:42:34,2458.97371,0,-0.125,-0.025,0,0.038,-0.001,0,2349.5782,28.28821323,-16.53995801,151,0.0042,0,No notes.,2458.97371
LM002,pablo,B-28,2024/04/02,12:42:52,2458.968712,0,-0.131,-0.025,0,0.038,-0.0009,0,2349.5782,28.28821323,-16.53995801,169,0.0053,0,No notes.,2458.968712
LM002,pablo,B-28,2024/04/02,12:43:12,2458.968714,0,-0.13,-0.025,0,0.038,-0.0002,0,2349.5782,28.28821323,-16.53995801,189,0.0079,0,No notes.,2458.968714
LM002,pablo,B-28,2024/04/02,12:43:29,2458.964716,0,-0.135,-0.025,0,0.038,0.0003,0,2349.5782,28.28821323,-16.53995801,206,0.0025,0,No notes.,2458.964716
LM002,pablo,B-28,2024/04/02,12:43:48,2458.959718,0,-0.14,-0.025,0,0.038,-0.0013,0,2349.5782,28.28821323,-16.53995801,225,0.0058,0,No notes.,2458.959718
LM002,pablo,B-28,2024/04/02,12:44:20,2458.957722,0,-0.142,-0.025,0,0.038,-0.0004,0,2349.5782,28.28821323,-16.53995801,257,0.0064,0,No notes.,2458.957722
LM003,pablo,B-28,2024/04/02,13:33:23,2461.939141,0,-0.167,-0.018,0,0.038,0.0015,0,2336.9749,28.28938782,-16.54212119,66,0.0039,0,No notes.,2461.939141
LM003,pablo,B-28,2024/04/02,13:33:41,2461.941143,0,-0.165,-0.018,0,0.038,-0.0004,0,2336.9749,28.28938782,-16.54212119,84,0.0046,0,No notes.,2461.941143
LM003,pablo,B-28,2024/04/02,13:34:04,2461.940146,0,-0.166,-0.018,0,0.038,-0.0005,0,2336.9749,28.28938782,-16.54212119,107,0.0044,0,No notes.,2461.940146
LM003,pablo,B-28,2024/04/02,13:34:21,2461.942148,0,-0.164,-0.018,0,0.038,0.0009,0,2336.9749,28.28938782,-16.54212119,124,0.008,0,No notes.,2461.942148
LM003,pablo,B-28,2024/04/02,13:34:53,2461.945152,0,-0.161,-0.018,0,0.038,-0.001,0,2336.9749,28.28938782,-16.54212119,156,0.0059,0,No notes.,2461.945152
LM003,pablo,B-28,2024/04/02,13:35:24,2461.945155,0,-0.161,-0.018,0,0.038,0.0003,0,2336.9749,28.28938782,-16.54212119,187,0.0055,0,No notes.,2461.945155
LM003,pablo,B-28,2024/04/02,13:35:41,2461.949157,0,-0.157,-0.018,0,0.038,-0.0008,0,2336.9749,28.28938782,-16.54212119,204,0.0046,0,No notes.,2461.949157
LM003,pablo,B-28,2024/04/02,13:35:57,2461.947159,0,-0.159,-0.018,0,0.038,-0.0001,0,2336.9749,28.28938782,-16.54212119,220,0.0039,0,No notes.,2461.947159
LM005,pablo,B-28,2024/04/02,14:23:51,2462.918644,0,-0.197,-0.007,0,0.038,0.0005,0,2334.4915,28.28943726,-16.54642737,76,0.004,0,No notes.,2462.918644
LM005,pablo,B-28,2024/04/02,14:24:10,2462.918646,0,-0.197,-0.007,0,0.038,0.0006,0,2334.4915,28.28943726,-16.54642737,95,0.0027,0,No notes.,2462.918646
LM005,pablo,B-28,2024/04/02,14:24:37,2462.916649,0,-0.199,-0.006,0,0.038,-0.0006,0,2334.4915,28.28943726,-16.54642737,122,0.0033,0,No notes.,2462.916649
LM005,pablo,B-28,2024/04/02,14:24:54,2462.907651,0,-0.208,-0.006,0,0.038,-0.0015,0,2334.4915,28.28943726,-16.54642737,139,0.0026,0,No notes.,2462.907651
LM005,pablo,B-28,2024/04/02,14:25:22,2462.902654,0,-0.213,-0.006,0,0.038,-0.0009,0,2334.4915,28.28943726,-16.54642737,167,0.0041,0,No notes.,2462.902654
LM005,pablo,B-28,2024/04/02,14:26:08,2462.89766,0,-0.219,-0.006,0,0.038,0.0003,0,2334.4915,28.28943726,-16.54642737,213,0.0064,0,No notes.,2462.89766
LM005,pablo,B-28,2024/04/02,14:26:33,2462.898663,0,-0.218,-0.006,0,0.038,-0.0002,0,2334.4915,28.28943726,-16.54642737,238,0.0035,0,No notes.,2462.898663
LM005,pablo,B-28,2024/04/02,14:27:09,2462.898667,0,-0.218,-0.006,0,0.038,0.001,0,2334.4915,28.28943726,-16.54642737,274,0.005,0,No notes.,2462.898667
LM005,pablo,B-28,2024/04/02,14:27:45,2462.901671,0,-0.215,-0.006,0,0.038,0.0007,0,2334.4915,28.28943726,-16.54642737,310,0.004,0,No notes.,2462.901671
LM005,pablo,B-28,2024/04/02,14:28:20,2462.903675,0,-0.213,-0.005,0,0.038,-0.0001,0,2334.4915,28.28943726,-16.54642737,345,0.0049,0,No notes.,2462.903675
LM005,pablo,B-28,2024/04/02,14:29:31,2462.916683,0,-0.201,-0.005,0,0.038,0.0007,0,2334.4915,28.28943726,-16.54642737,416,0.0036,0,No notes.,2462.916683
LM006,pablo,B-28,2024/04/02,15:23:12,2454.111295,0,-0.024,0.012,0,0.036,0.0011,0,2360.8992,28.28712044,-16.53803066,76,0.0043,5,No notes.,2454.111295
LM006,pablo,B-28,2024/04/02,15:23:35,2454.113298,0,-0.022,0.013,0,0.036,0.0003,0,2360.8992,28.28712044,-16.53803066,99,0.0085,6,No notes.,2454.113298
LM006,pablo,B-28,2024/04/02,15:23:54,2454.1123,0,-0.022,0.013,0,0.036,-0.0001,0,2360.8992,28.28712044,-16.53803066,118,0.0029,6,No notes.,2454.1123
LM006,pablo,B-28,2024/04/02,15:24:11,2454.112302,0,-0.022,0.013,0,0.035,0.0002,0,2360.8992,28.28712044,-16.53803066,135,0.0046,7,No notes.,2454.112302
LM006,pablo,B-28,2024/04/02,15:24:32,2454.111304,0,-0.023,0.013,0,0.035,-0.0002,0,2360.8992,28.28712044,-16.53803066,156,0.0042,8,No notes.,2454.111304
LM006,pablo,B-28,2024/04/02,15:25:12,2454.111309,0,-0.023,0.013,0,0.035,-0.0003,0,2360.8992,28.28712044,-16.53803066,196,0.0055,9,No notes.,2454.111309
LM006,pablo,B-28,2024/04/02,15:25:29,2454.112311,0,-0.023,0.013,0,0.035,-0.0002,0,2360.8992,28.28712044,-16.53803066,213,0.0049,8,No notes.,2454.112311
LM006,pablo,B-28,2024/04/02,15:25:45,2454.112313,0,-0.022,0.013,0,0.035,0.0002,0,2360.8992,28.28712044,-16.53803066,229,0.0026,9,No notes.,2454.112313
LM006,pablo,B-28,2024/04/02,15:26:03,2454.113315,0,-0.021,0.014,0,0.035,0.0001,0,2360.8992,28.28712044,-16.53803066,247,0.0024,9,No notes.,2454.113315
LM006,pablo,B-28,2024/04/02,15:26:24,2454.113317,0,-0.021,0.014,0,0.035,-0.0003,0,2360.8992,28.28712044,-16.53803066,268,0.0046,9,No notes.,2454.113317
LM006,pablo,B-28,2024/04/02,15:27:04,2454.113322,0,-0.021,0.014,0,0.034,0.0001,0,2360.8992,28.28712044,-16.53803066,308,0.0057,10,No notes.,2454.113322
LM006,pablo,B-28,2024/04/02,15:27:22,2454.113324,0,-0.021,0.014,0,0.034,0.0002,0,2360.8992,28.28712044,-16.53803066,326,0.0059,10,No notes.,2454.113324
LM006,pablo,B-28,2024/04/02,15:27:39,2454.112326,0,-0.022,0.014,0,0.034,0.0,0,2360.8992,28.28712044,-16.53803066,343,0.0037,11,No notes.,2454.112326
LM006,pablo,B-28,2024/04/02,15:28:01,2454.112329,0,-0.022,0.014,0,0.034,0.0002,0,2360.8992,28.28712044,-16.53803066,365,0.0032,11,No notes.,2454.112329
LM006,pablo,B-28,2024/04/02,15:28:19,2454.112331,0,-0.023,0.014,0,0.033,-0.0001,0,2360.8992,28.28712044,-16.53803066,383,0.004,12,No notes.,2454.112331
LM006,pablo,B-28,2024/04/02,15:28:47,2454.111334,0,-0.023,0.015,0,0.034,-0.0001,0,2360.8992,28.28712044,-16.53803066,411,0.0037,11,No notes.,2454.111334
LM006,pablo,B-28,2024/04/02,15:29:03,2454.110336,0,-0.025,0.015,0,0.034,-0.0003,0,2360.8992,28.28712044,-16.53803066,427,0.0037,10,No notes.,2454.110336
LM006,pablo,B-28,2024/04/02,15:29:20,2454.109338,0,-0.026,0.015,0,0.033,-0.0002,0,2360.8992,28.28712044,-16.53803066,444,0.0017,12,No notes.,2454.109338
LM006,pablo,B-28,2024/04/02,15:29:41,2454.110341,0,-0.024,0.015,0,0.033,0.0003,0,2360.8992,28.28712044,-16.53803066,465,0.0048,12,No notes.,2454.110341
3RDB,pablo,B-28,2024/04/02,16:24:26,2495.122169,0,-0.034,0.037,0,0.038,0.0007,0,2224.2171,28.23467194,-16.6298307,69,0.0045,0,No notes.,2495.122169
3RDB,pablo,B-28,2024/04/02,16:24:42,2495.122171,0,-0.034,0.037,0,0.038,-0.0002,0,2224.2171,28.23467194,-16.6298307,85,0.0019,0,No notes.,2495.122171
3RDB,pablo,B-28,2024/04/02,16:25:00,2495.122173,0,-0.034,0.037,0,0.038,0.0001,0,2224.2171,28.23467194,-16.6298307,103,0.0046,0,No notes.,2495.122173
3RDB,pablo,B-28,2024/04/02,16:25:24,2495.123176,0,-0.034,0.037,0,0.038,0.0003,0,2224.2171,28.23467194,-16.6298307,127,0.0032,0,No notes.,2495.123176
3RDB,pablo,B-28,2024/04/02,16:26:05,2495.123181,0,-0.033,0.037,0,0.038,0.0005,0,2224.2171,28.23467194,-16.6298307,168,0.0022,0,No notes.,2495.123181
3RDB,pablo,B-28,2024/04/02,16:26:30,2495.124184,0,-0.033,0.038,0,0.038,0.0002,0,2224.2171,28.23467194,-16.6298307,193,0.004,0,No notes.,2495.124184
3RDB,pablo,B-28,2024/04/02,16:26:59,2495.121187,0,-0.035,0.038,0,0.038,-0.0003,0,2224.2171,28.23467194,-16.6298307,222,0.0032,0,No notes.,2495.121187
3RDB,pablo,B-28,2024/04/02,16:27:19,2495.122189,0,-0.035,0.038,0,0.038,0.0004,0,2224.2171,28.23467194,-16.6298307,242,0.0028,0,No notes.,2495.122189
CHIP,pablo,B-28,2024/04/02,17:27:09,2522.123065,0,-0.059,0.065,0,0.038,0.0007,0,1946.8109,28.37399983,-16.46387039,67,0.0035,0,No notes.,2522.123065
CHIP,pablo,B-28,2024/04/02,17:27:28,2522.123067,0,-0.06,0.065,0,0.038,-0.0002,0,1946.8109,28.37399983,-16.46387039,86,0.0036,0,No notes.,2522.123067
CHIP,pablo,B-28,2024/04/02,17:27:45,2522.122069,0,-0.061,0.065,0,0.038,-0.0012,0,1946.8109,28.37399983,-16.46387039,103,0.0047,0,No notes.,2522.122069
CHIP,pablo,B-28,2024/04/02,17:28:22,2522.119074,0,-0.064,0.065,0,0.038,0.0008,0,1946.8109,28.37399983,-16.46387039,140,0.0035,0,No notes.,2522.119074
CHIP,pablo,B-28,2024/04/02,17:28:48,2522.124077,0,-0.059,0.065,0,0.038,0.0016,0,1946.8109,28.37399983,-16.46387039,166,0.0056,0,No notes.,2522.124077
CHIP,pablo,B-28,2024/04/02,17:29:13,2522.12308,0,-0.06,0.065,0,0.038,-0.0005,0,1946.8109,28.37399983,-16.46387039,191,0.0025,0,No notes.,2522.12308
CHIP,pablo,B-28,2024/04/02,17:29:59,2522.121085,0,-0.062,0.066,0,0.038,0.0004,0,1946.8109,28.37399983,-16.46387039,237,0.0035,0,No notes.,2522.121085
CHIP,pablo,B-28,2024/04/02,17:30:29,2522.125089,0,-0.059,0.066,0,0.038,0.001,0,1946.8109,28.37399983,-16.46387039,267,0.0079,0,No notes.,2522.125089
CHIP,pablo,B-28,2024/04/02,17:30:51,2522.126091,0,-0.057,0.066,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,289,0.0049,0,No notes.,2522.126091
CHIP,pablo,B-28,2024/04/02,17:31:16,2522.126094,0,-0.058,0.066,0,0.038,-0.0001,0,1946.8109,28.37399983,-16.46387039,314,0.0072,0,No notes.,2522.126094
CHIP,pablo,B-28,2024/04/02,17:32:07,2522.1271,0,-0.057,0.066,0,0.038,0.0005,0,1946.8109,28.37399983,-16.46387039,365,0.004,0,No notes.,2522.1271
CHIP,pablo,B-28,2024/04/02,17:32:31,2522.120103,0,-0.064,0.067,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,389,0.004,0,No notes.,2522.120103
CHIP,pablo,B-28,2024/04/02,17:32:54,2522.120105,0,-0.065,0.067,0,0.038,0.0,0,1946.8109,28.37399983,-16.46387039,412,0.0061,0,No notes.,2522.120105
CHIP,pablo,B-28,2024/04/02,17:34:49,2522.120119,0,-0.065,0.067,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,527,0.0047,0,No notes.,2522.120119
CHIP,pablo,B-28,2024/04/02,17:35:40,2522.123125,0,-0.062,0.068,0,0.038,-0.0002,0,1946.8109,28.37399983,-16.46387039,578,0.0061,0,No notes.,2522.123125
CHIP,pablo,B-28,2024/04/02,17:36:23,2522.12613,0,-0.06,0.068,0,0.038,0.0001,0,1946.8109,28.37399983,-16.46387039,621,0.0046,0,No notes.,2522.12613
CHIP,pablo,B-28,2024/04/02,17:37:10,2522.126135,0,-0.061,0.069,0,0.038,-0.0004,0,1946.8109,28.37399983,-16.46387039,668,0.0046,0,No notes.,2522.126135
IPNA_out,pablo,B-28,2024/04/03,17:29:35,2834.89915,0,0.753,0.02,0,0.038,-0.0052,0,607.7105,28.4795576,-16.32038175,115,0.0094,0,No notes.,2834.89915
IPNA_out,pablo,B-28,2024/04/03,17:30:15,2834.906155,0,0.759,0.021,0,0.038,0.0,0,607.7105,28.4795576,-16.32038175,155,0.004,0,No notes.,2834.906155
IPNA_out,pablo,B-28,2024/04/03,17:30:36,2834.904157,0,0.756,0.022,0,0.038,-0.0005,0,607.7105,28.4795576,-16.32038175,176,0.0033,0,No notes.,2834.904157
IPNA_out,pablo,B-28,2024/04/03,17:30:53,2834.903159,0,0.755,0.022,0,0.038,-0.0004,0,607.7105,28.4795576,-16.32038175,193,0.003,0,No notes.,2834.903159
IPNA_out,pablo,B-28,2024/04/03,17:31:50,2834.903165,0,0.756,0.022,0,0.038,0.0003,0,607.7105,28.4795576,-16.32038175,250,0.0035,0,No notes.,2834.903165
IPNA_out,pablo,B-28,2024/04/03,17:32:09,2834.903167,0,0.755,0.022,0,0.038,0.0,0,607.7105,28.4795576,-16.32038175,269,0.0035,0,No notes.,2834.903167
IPNA_out,pablo,B-28,2024/04/03,17:32:27,2834.90217,0,0.754,0.023,0,0.038,-0.0003,0,607.7105,28.4795576,-16.32038175,287,0.0052,0,No notes.,2834.90217
IPNA_out,pablo,B-28,2024/04/03,17:32:48,2834.904172,0,0.755,0.023,0,0.038,0.0002,0,607.7105,28.4795576,-16.32038175,308,0.0031,0,No notes.,2834.904172
IPNA_out,pablo,B-28,2024/04/03,17:33:29,2834.903177,0,0.754,0.023,0,0.038,0.0001,0,607.7105,28.4795576,-16.32038175,349,0.0029,0,No notes.,2834.903177
FA00,pablo,B-28,2024/05/03,14:31:34,2484.828963,0,0.73,-0.031,0,0.038,-0.0052,0,2222.5816,28.28097303,-16.51485468,58,0.0085,0,No notes.,2484.828963
FA00,pablo,B-28,2024/05/03,14:32:04,2484.831965,0,0.733,-0.031,0,0.038,-0.001,0,2222.5816,28.28097303,-16.51485468,88,0.0023,0,No notes.,2484.831965
FA00,pablo,B-28,2024/05/03,14:32:32,2484.832968,0,0.734,-0.031,0,0.038,-0.0001,0,2222.5816,28.28097303,-16.51485468,116,0.0031,0,No notes.,2484.832968
FA00,pablo,B-28,2024/05/03,14:32:49,2484.831969,0,0.733,-0.031,0,0.038,-0.0001,0,2222.5816,28.28097303,-16.51485468,133,0.002,0,No notes.,2484.831969
FA00,pablo,B-28,2024/05/03,14:33:11,2484.833971,0,0.735,-0.031,0,0.038,0.001,0,2222.5816,28.28097303,-16.51485468,155,0.0033,0,No notes.,2484.833971
FA00,pablo,B-28,2024/05/03,14:33:31,2484.835973,0,0.738,-0.031,0,0.038,0.0004,0,2222.5816,28.28097303,-16.51485468,175,0.0037,0,No notes.,2484.835973
FA00,pablo,B-28,2024/05/03,14:33:58,2484.835975,0,0.737,-0.032,0,0.038,-0.0001,0,2222.5816,28.28097303,-16.51485468,202,0.003,0,No notes.,2484.835975
FA00,pablo,B-28,2024/05/03,14:34:17,2484.835976,0,0.738,-0.032,0,0.038,-0.0001,0,2222.5816,28.28097303,-16.51485468,221,0.0045,0,No notes.,2484.835976
FA01,pablo,B-28,2024/05/03,14:58:31,2485.053838,0,-0.027,-0.039,0,0.038,0.0015,0,2222.7936,28.28096989,-16.51502158,67,0.0058,0,No notes.,2485.053838
FA01,pablo,B-28,2024/05/03,14:58:58,2485.060841,0,-0.02,-0.039,0,0.038,0.0007,0,2222.7936,28.28096989,-16.51502158,94,0.0024,0,No notes.,2485.060841
FA01,pablo,B-28,2024/05/03,14:59:29,2485.057843,0,-0.023,-0.039,0,0.038,-0.0003,0,2222.7936,28.28096989,-16.51502158,125,0.0019,0,No notes.,2485.057843
FA01,pablo,B-28,2024/05/03,14:59:45,2485.053844,0,-0.027,-0.039,0,0.038,-0.0002,0,2222.7936,28.28096989,-16.51502158,141,0.0037,0,No notes.,2485.053844
FA01,pablo,B-28,2024/05/03,15:00:01,2485.054846,0,-0.027,-0.04,0,0.038,0.0005,0,2222.7936,28.28096989,-16.51502158,157,0.0031,0,No notes.,2485.054846
FA01,pablo,B-28,2024/05/03,15:00:18,2485.054847,0,-0.027,-0.04,0,0.038,-0.0001,0,2222.7936,28.28096989,-16.51502158,174,0.0038,0,No notes.,2485.054847
FA01,pablo,B-28,2024/05/03,15:00:51,2485.05085,0,-0.03,-0.04,0,0.038,-0.001,0,2222.7936,28.28096989,-16.51502158,207,0.0041,0,No notes.,2485.05085
FA01,pablo,B-28,2024/05/03,15:02:04,2485.047856,0,-0.033,-0.04,0,0.038,-0.0004,0,2222.7936,28.28096989,-16.51502158,280,0.0035,0,No notes.,2485.047856
FA01,pablo,B-28,2024/05/03,15:03:42,2485.048864,0,-0.032,-0.04,0,0.038,-0.0011,0,2222.7936,28.28096989,-16.51502158,378,0.0086,0,No notes.,2485.048864
FA01,pablo,B-28,2024/05/03,15:04:22,2485.053867,0,-0.027,-0.041,0,0.038,0.0,0,2222.7936,28.28096989,-16.51502158,418,0.0065,0,No notes.,2485.053867
FA02,pablo,B-28,2024/05/03,15:21:43,2485.060101,0,-0.015,-0.044,0,0.038,-0.0014,0,2223.4224,28.28106794,-16.51519414,112,0.0029,0,No notes.,2485.060101
FA02,pablo,B-28,2024/05/03,15:22:21,2485.060104,0,-0.015,-0.044,0,0.038,0.0002,0,2223.4224,28.28106794,-16.51519414,150,0.0017,0,No notes.,2485.060104
FA02,pablo,B-28,2024/05/03,15:22:36,2485.061105,0,-0.014,-0.044,0,0.038,0.0,0,2223.4224,28.28106794,-16.51519414,165,0.0026,0,No notes.,2485.061105
FA02,pablo,B-28,2024/05/03,15:23:01,2485.061107,0,-0.014,-0.044,0,0.038,0.0001,0,2223.4224,28.28106794,-16.51519414,190,0.0032,0,No notes.,2485.061107
FA02,pablo,B-28,2024/05/03,15:23:42,2485.062111,0,-0.013,-0.044,0,0.038,0.0003,0,2223.4224,28.28106794,-16.51519414,231,0.0043,0,No notes.,2485.062111
FA02,pablo,B-28,2024/05/03,15:24:12,2485.063113,0,-0.012,-0.044,0,0.038,0.0,0,2223.4224,28.28106794,-16.51519414,261,0.0031,0,No notes.,2485.063113
FA02,pablo,B-28,2024/05/03,15:24:30,2485.063115,0,-0.011,-0.044,0,0.038,0.0001,0,2223.4224,28.28106794,-16.51519414,279,0.0028,0,No notes.,2485.063115
FA02,pablo,B-28,2024/05/03,15:24:49,2485.061116,0,-0.013,-0.044,0,0.038,-0.0003,0,2223.4224,28.28106794,-16.51519414,298,0.0027,0,No notes.,2485.061116
FA02,pablo,B-28,2024/05/03,15:25:07,2485.062118,0,-0.012,-0.044,0,0.038,0.0001,0,2223.4224,28.28106794,-16.51519414,316,0.0026,0,No notes.,2485.062118
FA03,pablo,B-28,2024/05/03,15:38:47,2485.04442,0,-0.03,-0.046,0,0.038,0.0011,0,2223.8848,28.28112094,-16.51530849,69,0.0032,0,No notes.,2485.04442
FA03,pablo,B-28,2024/05/03,15:39:21,2485.044423,0,-0.03,-0.046,0,0.038,-0.0001,0,2223.8848,28.28112094,-16.51530849,103,0.0023,0,No notes.,2485.044423
FA03,pablo,B-28,2024/05/03,15:40:12,2485.045427,0,-0.029,-0.046,0,0.038,-0.0001,0,2223.8848,28.28112094,-16.51530849,154,0.0025,0,No notes.,2485.045427
FA03,pablo,B-28,2024/05/03,15:40:44,2485.04643,0,-0.028,-0.046,0,0.038,-0.0001,0,2223.8848,28.28112094,-16.51530849,186,0.0028,0,No notes.,2485.04643
FA03,pablo,B-28,2024/05/03,15:41:12,2485.045432,0,-0.029,-0.046,0,0.038,0.0,0,2223.8848,28.28112094,-16.51530849,214,0.0029,0,No notes.,2485.045432
FA03,pablo,B-28,2024/05/03,15:41:42,2485.045434,0,-0.029,-0.046,0,0.038,0.0001,0,2223.8848,28.28112094,-16.51530849,244,0.0026,0,No notes.,2485.045434
FA03,pablo,B-28,2024/05/03,15:42:11,2485.045437,0,-0.029,-0.046,0,0.038,-0.0001,0,2223.8848,28.28112094,-16.51530849,273,0.0023,0,No notes.,2485.045437
FA03,pablo,B-28,2024/05/03,15:42:41,2485.047439,0,-0.027,-0.046,0,0.038,0.0001,0,2223.8848,28.28112094,-16.51530849,303,0.0026,0,No notes.,2485.047439
FA03,pablo,B-28,2024/05/03,15:42:59,2485.047441,0,-0.027,-0.046,0,0.038,0.0,0,2223.8848,28.28112094,-16.51530849,321,0.004,0,No notes.,2485.047441
FA04,pablo,B-28,2024/05/03,15:54:48,2485.022561,0,-0.047,-0.046,0,0.038,0.0004,0,2225.1617,28.28119048,-16.51546059,80,0.003,0,No notes.,2485.022561
FA04,pablo,B-28,2024/05/03,15:55:11,2485.022563,0,-0.047,-0.046,0,0.038,0.0,0,2225.1617,28.28119048,-16.51546059,103,0.0023,0,No notes.,2485.022563
FA04,pablo,B-28,2024/05/03,15:55:33,2485.021565,0,-0.048,-0.046,0,0.038,-0.0007,0,2225.1617,28.28119048,-16.51546059,125,0.0046,0,No notes.,2485.021565
FA04,pablo,B-28,2024/05/03,15:55:53,2485.020566,0,-0.049,-0.046,0,0.038,-0.0002,0,2225.1617,28.28119048,-16.51546059,145,0.0041,0,No notes.,2485.020566
FA04,pablo,B-28,2024/05/03,15:56:09,2485.018568,0,-0.051,-0.046,0,0.038,0.0,0,2225.1617,28.28119048,-16.51546059,161,0.0027,0,No notes.,2485.018568
FA04,pablo,B-28,2024/05/03,15:56:33,2485.01657,0,-0.053,-0.046,0,0.038,-0.0006,0,2225.1617,28.28119048,-16.51546059,185,0.0046,0,No notes.,2485.01657
FA04,pablo,B-28,2024/05/03,15:56:52,2485.015571,0,-0.054,-0.046,0,0.038,-0.0003,0,2225.1617,28.28119048,-16.51546059,204,0.0036,0,No notes.,2485.015571
FA04,pablo,B-28,2024/05/03,15:57:08,2485.014573,0,-0.055,-0.046,0,0.038,-0.0002,0,2225.1617,28.28119048,-16.51546059,220,0.0032,0,No notes.,2485.014573
FA04,pablo,B-28,2024/05/03,15:57:25,2485.014574,0,-0.054,-0.046,0,0.038,0.0001,0,2225.1617,28.28119048,-16.51546059,237,0.0027,0,No notes.,2485.014574
FA05,pablo,B-28,2024/05/03,16:09:35,2484.981091,0,-0.087,-0.045,0,0.038,0.0008,0,2225.3112,28.28120412,-16.51555056,110,0.0031,0,No notes.,2484.981091
FA05,pablo,B-28,2024/05/03,16:09:55,2484.978092,0,-0.091,-0.045,0,0.038,0.0011,0,2225.3112,28.28120412,-16.51555056,130,0.0069,0,No notes.,2484.978092
